1,0,0,0,0,1,0,0.2,0.2,0,0,2,1,1,1,1,1,0,0
2,0,0,0,0,2,64,0,0.1,0,0,2,2,2,1,1,2,0,0
3,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,4,1,9,1,3,0,0
4,0,0,0,0,2,2.666666667,0.05,0.14,0,0,2,3,2,2,1,4,0,0
5,0,0,0,0,10,627.5,0.02,0.05,0,0,2,3,3,1,1,4,1,0
6,0,0,0,0,19,154.2166667,0.015789474,0.024561404,0,0,2,2,2,1,1,3,0,0
7,0,-1,0,-1,1,-1,0.2,0.2,0,0.4,2,2,4,3,1,3,0,0
8,1,-1,0,-1,1,-1,0.2,0.2,0,0,2,1,2,1,1,5,1,0
9,0,0,0,0,2,37,0,0.1,0,0.8,2,2,2,2,1,3,0,0
10,0,0,0,0,3,738,0,0.022222222,0,0.4,2,2,4,1,1,2,0,0
11,0,0,0,0,3,395,0,0.066666667,0,0,2,1,1,3,1,3,0,0
12,0,0,0,0,16,407.75,0.01875,0.025833333,0,0.4,2,1,1,4,1,3,0,0
13,0,0,0,0,7,280.5,0,0.028571429,0,0,2,1,1,1,1,3,0,0
14,0,0,0,0,6,98,0,0.066666667,0,0,2,2,5,1,1,3,0,0
15,0,0,0,0,2,68,0,0.1,0,0,2,3,2,3,1,3,0,0
16,2,53,0,0,23,1668.285119,0.008333333,0.016312636,0,0,2,1,1,9,1,3,0,0
17,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,1,1,4,1,3,0,0
18,0,0,0,0,13,334.9666667,0,0.007692308,0,0,2,1,1,1,1,4,1,0
19,0,0,0,0,2,32,0,0.1,0,0,2,2,2,1,1,3,0,0
20,0,0,0,0,20,2981.166667,0,0.01,0,0,2,2,4,4,1,4,0,0
21,0,0,0,0,8,136.1666667,0,0.008333333,0,1,2,2,2,5,1,1,1,0
22,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,3,3,1,1,3,0,0
23,0,0,0,0,3,105,0,0.033333333,0,0,2,3,2,1,1,5,0,0
24,0,0,0,0,2,15,0,0.1,0,0.8,2,2,4,1,1,3,0,0
25,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,2,2,4,1,1,1,0
26,0,0,0,0,5,156,0,0.04,0,0,2,1,1,9,1,3,0,0
27,4,64.6,0,0,32,1135.444444,0.002857143,0.00952381,0,0,2,2,2,1,1,3,0,0
28,0,0,0,0,4,76,0.05,0.1,0,0,2,1,1,1,1,3,0,0
29,0,0,0,0,4,63,0,0.05,0,0.2,2,2,6,1,1,3,0,0
30,1,6,1,0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,2,3,2,1,1,1,0,0
31,0,0,0,0,2,35,0,0.1,0,0,2,1,1,6,1,3,0,0
32,0,0,0,0,3,78,0,0.066666667,0,0,2,1,2,6,1,6,1,0
33,0,0,0,0,8,209.5,0,0.025,0,0,2,2,2,1,1,1,0,0
34,0,0,0,0,10,183.6666667,0.04,0.08,0,0,2,1,1,3,1,1,0,0
35,0,0,0,0,14,380.5,0.014285714,0.028571429,0,0,2,2,2,1,1,1,0,0
36,0,0,0,0,52,2086.242857,0.015384615,0.020352564,0,0,2,2,2,7,1,1,0,0
37,0,0,0,0,8,388,0.025,0.05625,0,0,2,3,2,1,1,4,1,0
38,2,18,0,0,5,298,0,0.028571429,0,0.8,2,2,2,8,1,4,0,0
39,0,0,0,0,7,63,0.028571429,0.071428571,0,0.6,2,2,2,1,1,3,0,0
40,0,0,0,0,9,482,0,0.022222222,0,0,2,2,5,1,1,6,0,0
41,1,9,0,0,46,4084.393939,0,0.001794872,0,0,2,2,2,8,1,4,0,0
42,0,0,0,0,3,22,0,0.066666667,0,0.6,2,1,1,3,1,2,0,0
43,0,0,0,0,15,310.1666667,0,0.006666667,0,0,2,1,1,4,1,4,0,0
44,0,0,0,0,2,34,0,0.05,0,0.4,2,3,2,2,1,3,0,0
45,0,0,0,0,4,88,0,0.05,0,0,2,4,1,1,1,3,0,0
46,0,0,0,0,22,622.25,0.003030303,0.006060606,0,0.2,2,2,5,1,1,4,0,0
47,0,0,0,0,14,222.4,0.017142857,0.057142857,0,0,2,1,1,1,1,2,0,0
48,0,0,0,0,3,80,0.066666667,0.133333333,0,0.2,2,3,2,1,1,3,0,0
49,0,0,0,0,11,800.8333333,0,0.003636364,0,0,2,3,2,1,1,3,0,0
50,0,-1,0,-1,1,-1,0.2,0.2,0,0.6,2,2,2,3,1,2,0,0
51,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,1,1,3,1,4,1,0
52,0,0,0,0,12,265.1666667,0.011111111,0.026111111,0,0.2,2,3,2,1,1,3,0,0
53,0,0,0,0,2,29,0,0.1,0,1,2,2,4,4,1,2,1,0
54,0,0,0,0,4,160,0,0.075,0,0,2,4,2,2,1,3,0,0
55,0,0,0,0,4,135.6666667,0.05,0.025,0,0.4,2,3,3,1,1,4,0,0
56,0,0,0,0,1,0,0.2,0.2,0,0.2,2,2,4,1,1,3,0,0
57,0,0,0,0,1,0,0.2,0.2,0,0.6,2,3,2,3,1,3,0,0
58,4,56,2,120,36,998.7416667,0,0.014736467,19.44707913,0.2,2,2,2,4,1,1,0,0
59,0,0,0,0,4,104,0,0.05,0,0.4,2,2,6,6,1,3,0,0
60,2,16,0,0,16,381.6865079,0.011764706,0.046568627,0,0.6,2,2,4,2,1,1,0,0
61,0,0,0,0,6,169,0,0.016666667,0,0.4,2,1,1,3,1,3,0,0
62,0,0,0,0,8,400.8,0.05,0.120833333,0,0,2,1,1,1,1,3,0,0
63,12,279.4166667,0,0,42,1553.583333,0.009,0.019666667,38.30849268,0,2,1,1,3,1,2,0,0
64,0,0,0,0,14,706.5,0,0.007142857,0,0,2,2,2,5,1,4,1,0
65,0,-1,0,-1,1,-1,0.2,0.2,0,0,2,2,2,4,1,3,0,0
66,3,87.83333333,0,0,27,798.3333333,0,0.012643678,22.9160357,0.8,2,2,2,3,1,1,0,1
67,4,44,0,0,90,6951.972222,0.002150538,0.015013034,0,0,2,4,1,1,1,3,0,0
