6102,2,9,0,0,18,558.1933333,0,0.011111111,0,0,8,2,2,3,1,1,0,0
6103,6,440.2813953,1,17.72,18,864.1,0,0.002777778,0,0,9,2,2,5,0,2,0,0
6104,9,216.23,1,140.5,310,8468.339278,0.002821317,0.012414294,0.875047932,0,9,2,10,3,1,2,1,0
6106,5,153,0,0,25,1074.683333,0.0125,0.01875,19.23268976,0,11,1,1,6,1,4,0,0
6107,0,0,0,0,12,139.8,0.066666667,0.091666667,0,0,8,3,2,1,1,13,0,0
6108,1,39.2,0,0,23,526,0,0.002173913,0,0,10,4,2,3,1,2,0,0
6109,3,37.6,0,0,12,299.2666667,0,0.030769231,0,0,9,3,2,1,1,6,0,0
6110,1,45.4,0,0,60,2580.634935,0,0.009442743,0,0,10,1,1,1,1,2,0,0
6111,0,0,2,101.7,42,1892.198319,0,0.004545455,153.5776975,0,8,2,2,1,1,1,0,1
6112,3,82.53333333,1,0,19,668.7,0.022727273,0.032424242,11.5952257,0,11,1,1,3,1,2,0,0
6113,1,227.6,0,0,27,1301.3,0.020689655,0.022413793,5.904407563,0,8,2,2,1,1,3,0,0
6114,2,129,0,0,16,1835.5,0.003703704,0.031481481,0,0,8,2,4,9,1,6,0,0
6115,0,0,0,0,10,155.9,0.02,0.04,0,0,7,2,2,6,1,20,0,0
6117,3,273.66,0,0,24,751.6266667,0.004571429,0.024838095,14.85337253,0,7,3,2,2,1,1,1,0
6118,5,32.6,0,0,70,939.7833333,0,0.002702703,0,0,8,2,4,1,0,5,1,1
6119,2,22.2,0,0,18,584.74,0.005882353,0.023529412,0,0,8,1,1,3,1,2,0,0
6120,4,381.8,0,0,1,31.2,0,0.04,0,0,9,2,4,4,1,2,1,0
6121,0,0,0,0,42,570.1832287,0.01,0.016547619,0,0,8,2,2,1,1,2,0,0
6123,0,0,0,0,15,469.8681818,0,0.014285714,0,0,11,2,2,8,0,2,0,0
6124,0,0,0,0,31,881.4416667,0.017204301,0.02609319,0,0,10,3,2,2,1,13,1,0
6125,0,0,3,541,32,776.9232515,0.001176471,0.013779093,0,0,11,1,1,3,1,20,0,0
6126,4,423.1,0,0,16,982.6,0,0.005263158,0,0,11,3,2,2,1,20,1,0
6127,3,103.8,0,0,4,683.4,0.057142857,0.04,0,0,8,3,2,6,1,1,0,0
6128,15,104.6545455,1,148,48,1029.170303,0.001724138,0.022131145,16.96712066,0,7,2,2,6,1,1,0,0
6129,0,0,0,0,12,797.84,0,0.018181818,0,0,8,2,2,3,1,4,0,0
6130,4,211.8,0,0,15,512.9,0,0.00625,0,0,11,1,1,3,0,2,0,0
6132,0,0,0,0,49,1023.96,0.034693878,0.057823129,0,0,8,2,2,3,1,3,0,0
6133,0,0,0,0,12,146.1333333,0.05,0.066666667,0,0,7,2,2,1,1,1,0,0
6134,7,54.84285714,7,475.2,20,393.4095238,0.027380952,0.033928571,0,0,7,2,2,1,1,4,0,1
6137,11,265.4333333,2,35.7,158,2110.255093,0.003614458,0.009762498,0,0,8,3,2,8,1,1,0,0
6138,1,38.2,0,0,24,1282.953333,0.034782609,0.049565217,0,0,11,2,2,4,1,1,1,0
6139,0,0,1,11,54,1299.196667,0.003636364,0.022545455,0,0,9,1,1,3,1,2,1,0
6140,1,197.4,0,0,83,1631.4,0.027380952,0.068650794,0,0,10,2,2,3,1,13,0,0
6141,0,0,0,0,16,340.65,0.060416667,0.063690476,0,0,9,3,2,2,1,3,1,0
6142,0,0,0,0,8,846.2,0,0.025,33.22292729,0,7,2,2,1,1,2,0,1
6143,0,0,0,0,4,39.95,0,0.05,0,0,7,3,2,1,1,4,1,0
6144,1,58.4,0,0,18,1045.3,0,0.026315789,0,0,9,2,2,2,1,1,0,0
6145,6,107.04,3,53.2,114,5066.6611,0.006666667,0.016180556,0,0,11,3,2,3,1,3,1,0
6146,2,28.2,1,0,114,3161.074762,0.017699115,0.042576205,0,0,8,2,2,2,1,1,0,0
6147,4,209.5,0,0,23,1780.7,0,0.011538462,0,0,11,2,2,3,0,2,0,0
6148,0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,1,1,2,0,0
6149,3,23,0,0,16,431.9,0.010526316,0.033684211,0,0,7,2,2,7,1,13,1,0
6150,4,115.7,0,0,16,655.3833333,0,0.012037037,0,0,11,1,1,2,1,3,0,0
6151,3,41.2,1,99.8,2,10,0,0.033333333,0,0,11,1,2,4,1,2,0,0
6152,12,255.5166667,0,0,38,436.8583333,0,0.010852713,0,0,10,2,2,7,1,5,1,0
6153,8,108.7,0,0,85,2651.943186,8.88889e-4,0.01426455,0.898495409,0,7,2,2,9,1,4,0,0
6154,4,34.2,0,0,27,809.6933333,0.023214286,0.033826531,27.6509675,0,9,3,2,4,1,13,1,0
6155,0,0,0,0,37,456.15,0.121621622,0.131891892,0,0,7,3,2,1,1,3,1,0
6156,3,39.2,0,0,12,209,0,0.02,0,0,9,2,5,6,1,2,0,0
6157,4,234.3,0,0,2,11.1,0,0.04,0,0,10,1,1,8,0,5,1,0
6158,5,44.01666667,0,0,4,162.5333333,0,0,39.27673964,0,8,4,2,1,1,2,0,1
6159,4,20,0,0,34,461.2333333,0,0.022685185,0,0,7,2,4,1,1,4,1,0
6160,8,116.9607143,4,225.3666667,42,539.227381,0.015510204,0.011281179,0,0,7,1,1,1,1,4,0,1
6161,3,142.2,0,0,24,755,0,0.007407407,0,0,10,2,5,7,0,2,1,0
6162,9,501.4833333,0,0,97,2293.490129,0.011455734,0.02697054,2.209972688,0,8,1,1,3,1,4,0,0
6163,6,207.0928571,1,52.4,35,2239.502857,0.010833333,0.024333333,0,0,11,1,1,8,1,3,0,0
6164,1,14.2,0,0,22,839.568189,0,9.52381e-4,60.58437066,0,11,3,2,3,0,2,1,1
6166,10,2407.42381,3,434.3,486,23050.10414,3.23719e-4,0.011248517,0,0,7,2,2,1,1,3,0,0
6168,6,78.51333333,1,63.4,110,1691.236147,0.003448276,0.019359924,19.18310758,0,8,2,2,7,1,4,1,0
6169,1,6,0,0,25,1177.506667,0.008333333,0.0375,0,0,10,2,2,3,1,1,0,0
6170,0,0,0,0,65,6053.466667,0.005208333,0.026197917,0,0,9,2,4,9,1,3,0,0
